1y,-0.00530	
2y,-0.00455
3y,-0.00391
4y,-0.00320
5y,-0.00246
6y,-0.00169
7y,-0.00095
8y,-0.00021
9y,0.00050	
10y,0.00116
12y,0.00237
15y,0.00377
20y,0.00490
25y,0.00510
30y,0.00490
