1y,-0.00566
2y,-0.00534
3y,-0.00512
4y,-0.00478
5y,-0.00436
6y,-0.00388
7y,-0.00337
8y,-0.00285
9y,-0.00231
10y,-0.00178
12y,-0.00080
15y,0.000034
20y,0.00133
25y,0.00150
30y,0.00133
40y,0.00133
50y,0.00133
