20190715,0.343
20190716,0.35
20190717,0.357
20190718,0.353
20190719,0.354
20190722,0.361
20190723,0.362
20190724,0.368
20190725,0.368
20190726,0.362
20190729,0.351
20190730,0.355
20190731,0.362
20190801,0.363
20190802,0.367
20190805,0.369
20190806,0.383
20190807,0.389
20190808,0.393
20190809,0.396
20190812,0.4
20190813,0.401
20190814,0.406
20190815,0.409
20190816,0.427
20190819,0.423
20190820,0.425
20190821,0.424
20190822,0.418
20190823,0.408
20190826,0.415
20190827,0.415
20190828,0.427
20190829,0.423
20190830,0.428
20190902,0.439
20190903,0.448
20190904,0.439
20190905,0.431
20190906,0.423
20190909,0.413
20190910,0.414
20190911,0.408
20190912,0.408
20190913,0.377
20190916,0.361
20190917,0.365
20190918,0.369
20190919,0.368
20190920,0.358
20190923,0.363
20190924,0.373
20190925,0.375
20190926,0.376
20190927,0.377
20190930,0.386
20191001,0.387
20191002,0.384
20191003,0.387
20191004,0.389
20191007,0.389
20191008,0.387
20191009,0.384
20191010,0.375
20191011,0.358
20191014,0.353
20191015,0.358
20191016,0.354
20191017,0.349
20191018,0.351
20191021,0.349
20191022,0.348
20191023,0.351
20191024,0.348
20191025,0.35
20191028,0.346
20191029,0.343
20191030,0.339
20191031,0.337
20191101,0.348
20191104,0.343
20191105,0.344
20191106,0.339
20191107,0.334
20191108,0.324
20191111,0.331
20191112,0.328
20191113,0.336
20191114,0.33
20191115,0.333
20191118,0.338
20191119,0.336
20191120,0.338
20191121,0.34
20191122,0.335
20191125,0.338
20191126,0.338
20191127,0.342
20191128,0.347
20191129,0.343
20191202,0.345
20191203,0.333
20191204,0.335
20191205,0.336
20191206,0.333
20191209,0.332
20191210,0.333
20191211,0.338
20191212,0.34
20191213,0.34
20191216,0.34
20191217,0.342
20191218,0.348
20191219,0.342
20191220,0.33
20191223,0.339
20191224,0.331
20191227,0.325
20191230,0.325
20191231,0.324
20200102,0.323
20200103,0.323
20200106,0.325
20200107,0.323
20200108,0.332
20200109,0.333
20200110,0.334
20200113,0.324
20200114,0.329
20200115,0.334
20200116,0.33
20200117,0.332
20200120,0.333
20200121,0.334
20200122,0.329
20200123,0.32
20200124,0.323
20200127,0.333
20200128,0.337
20200129,0.336
20200130,0.337
20200131,0.338
20200203,0.338
20200204,0.34
20200205,0.346
20200206,0.343
20200207,0.339
20200210,0.346
20200211,0.35
20200212,0.362
20200213,0.357
20200214,0.359
20200217,0.353
20200218,0.358
20200219,0.353
20200220,0.358
20200221,0.356
20200224,0.357
20200225,0.358
20200226,0.371
20200227,0.375
20200228,0.386
20200302,0.4
20200303,0.422
20200304,0.418
20200305,0.432
20200306,0.427
20200309,0.421
20200310,0.438
20200311,0.429
20200312,0.447
20200313,0.397
20200316,0.372
20200317,0.373
20200318,0.36
20200319,0.345
20200320,0.313
20200323,0.307
20200324,0.306
20200325,0.298
20200326,0.274
20200327,0.281
20200330,0.28
20200331,0.287
20200401,0.276
20200402,0.268
20200403,0.277
20200406,0.253
20200407,0.232
20200408,0.196
20200409,0.179
20200414,0.195
20200415,0.196
20200416,0.187
20200417,0.195
20200420,0.185
20200421,0.178
20200422,0.124
20200423,0.114
20200424,0.136
20200427,0.147
20200428,0.163
20200429,0.169
20200430,0.17
20200504,0.157
20200505,0.165
20200506,0.136
20200507,0.114
20200508,0.145
20200511,0.147
20200512,0.147
20200513,0.142
20200514,0.137
