1y,-0.00559
2y,-0.00527
3y,-0.00509
4y,-0.00478
5y,-0.00440
6y,-0.00398
7y,-0.00351
8y,-0.00303
9y,-0.00254
10y,-0.00204
12y,-0.00112
15y,-0.00004
20y,0.00089
25y,0.00104
30y,0.00085
