1y,-0.00315 
2y,-0.00205 
3y,-0.00144
4y,-0.00068
5y,0.00014  
6y,0.00103
7y,0.00194  
8y,0.00288  
9y,0.00381
10y,0.00471 
12y,0.0063  
15y,0.00808
20y,0.00973 
25y,0.01035 
30y,0.01055
40y,0.0103
50y,0.0103
